Machine;Model_ID;Model_Name;Score;Execution_Date
Machine_01;Machine_01_Fault_01;ENGINE BREAK;79%;09-23-2016 00:22:44
Machine_01;Machine_01_Fault_02;JAM;95%;09-23-2016 00:25:54
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;57%;09-23-2016 00:27:10
Machine_02;Machine_02_Fault_03;ROTOR BREAK;34%;09-23-2016 00:28:22
Machine_02;Machine_02_Fault_04;HEAT PUMP;47%;09-23-2016 00:29:11
Machine_02;Machine_02_Fault_05;VACUUM;25%;09-23-2016 00:31:21
Machine_01;Machine_01_Fault_01;ENGINE BREAK;70%;09-23-2016 00:31:58
Machine_01;Machine_01_Fault_02;JAM;3%;09-23-2016 00:33:00
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;82%;09-23-2016 00:49:10
Machine_02;Machine_02_Fault_03;ROTOR BREAK;21%;09-23-2016 00:35:17
Machine_02;Machine_02_Fault_04;HEAT PUMP;41%;09-23-2016 00:38:32
Machine_02;Machine_02_Fault_05;VACUUM;24%;09-23-2016 00:38:52
Machine_01;Machine_01_Fault_01;ENGINE BREAK;28%;09-23-2016 00:45:04
Machine_01;Machine_01_Fault_02;JAM;9%;09-23-2016 00:46:00
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;32%;09-23-2016 00:46:52
Machine_02;Machine_02_Fault_03;ROTOR BREAK;97%;09-23-2016 00:49:04
Machine_02;Machine_02_Fault_04;HEAT PUMP;89%;09-23-2016 00:48:46
Machine_02;Machine_02_Fault_05;VACUUM;91%;09-23-2016 00:50:09
Machine_01;Machine_01_Fault_01;ENGINE BREAK;67%;09-23-2016 01:08:03
Machine_01;Machine_01_Fault_02;JAM;78%;09-23-2016 01:08:37
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;2%;09-23-2016 01:10:10
Machine_02;Machine_02_Fault_03;ROTOR BREAK;68%;09-23-2016 01:12:10
Machine_02;Machine_02_Fault_04;HEAT PUMP;41%;09-23-2016 01:12:47
Machine_02;Machine_02_Fault_05;VACUUM;21%;09-23-2016 01:14:49
Machine_01;Machine_01_Fault_01;ENGINE BREAK;80%;09-23-2016 01:15:38
Machine_01;Machine_01_Fault_02;JAM;39%;09-23-2016 01:16:02
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;38%;09-23-2016 00:05:45
Machine_02;Machine_02_Fault_03;ROTOR BREAK;43%;09-23-2016 00:05:13
Machine_02;Machine_02_Fault_04;HEAT PUMP;4%;09-23-2016 00:08:47
Machine_02;Machine_02_Fault_05;VACUUM;88%;09-23-2016 00:06:20
Machine_01;Machine_01_Fault_01;ENGINE BREAK;31%;09-23-2016 00:06:59
Machine_01;Machine_01_Fault_02;JAM;83%;09-23-2016 00:07:50
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;84%;09-23-2016 00:11:22
Machine_02;Machine_02_Fault_03;ROTOR BREAK;13%;09-23-2016 00:11:01
Machine_02;Machine_02_Fault_04;HEAT PUMP;94%;09-23-2016 00:09:42
Machine_02;Machine_02_Fault_05;VACUUM;44%;09-23-2016 00:15:28
Machine_01;Machine_01_Fault_01;ENGINE BREAK;64%;09-23-2016 00:16:23
Machine_01;Machine_01_Fault_02;JAM;66%;09-23-2016 00:18:38
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;16%;09-23-2016 00:21:27
Machine_02;Machine_02_Fault_03;ROTOR BREAK;65%;09-23-2016 00:24:54
Machine_02;Machine_02_Fault_04;HEAT PUMP;23%;09-23-2016 00:25:29
Machine_02;Machine_02_Fault_05;VACUUM;22%;09-23-2016 00:26:28
Machine_01;Machine_01_Fault_01;ENGINE BREAK;23%;09-23-2016 00:27:41
Machine_01;Machine_01_Fault_02;JAM;35%;09-23-2016 00:28:22
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;33%;09-23-2016 00:29:26
Machine_02;Machine_02_Fault_03;ROTOR BREAK;17%;09-23-2016 00:31:29
Machine_02;Machine_02_Fault_04;HEAT PUMP;44%;09-23-2016 00:32:10
Machine_02;Machine_02_Fault_05;VACUUM;93%;09-23-2016 00:33:26
Machine_01;Machine_01_Fault_01;ENGINE BREAK;27%;09-23-2016 00:38:16
Machine_01;Machine_01_Fault_02;JAM;37%;09-23-2016 00:35:48
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;30%;09-23-2016 00:38:30
Machine_02;Machine_02_Fault_03;ROTOR BREAK;57%;09-23-2016 00:39:25
Machine_02;Machine_02_Fault_04;HEAT PUMP;83%;09-23-2016 00:45:04
Machine_02;Machine_02_Fault_05;VACUUM;45%;09-23-2016 00:46:06
Machine_01;Machine_01_Fault_01;ENGINE BREAK;86%;09-23-2016 00:47:49
Machine_01;Machine_01_Fault_02;JAM;94%;09-23-2016 00:49:01
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;61%;09-23-2016 00:48:38
Machine_02;Machine_02_Fault_03;ROTOR BREAK;8%;09-23-2016 01:17:16
Machine_02;Machine_02_Fault_04;HEAT PUMP;72%;09-23-2016 01:08:03
Machine_02;Machine_02_Fault_05;VACUUM;71%;09-23-2016 01:09:29
Machine_01;Machine_01_Fault_01;ENGINE BREAK;10%;09-23-2016 01:11:54
Machine_01;Machine_01_Fault_02;JAM;73%;09-23-2016 01:12:14
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;99%;09-23-2016 01:13:12
Machine_02;Machine_02_Fault_03;ROTOR BREAK;79%;09-23-2016 01:14:49
Machine_02;Machine_02_Fault_04;HEAT PUMP;62%;09-23-2016 01:15:42
Machine_02;Machine_02_Fault_05;VACUUM;54%;09-23-2016 01:16:06
Machine_01;Machine_01_Fault_01;ENGINE BREAK;45%;09-23-2016 01:16:31
Machine_01;Machine_01_Fault_02;JAM;10%;09-23-2016 01:16:58
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;92%;09-23-2016 01:03:59
Machine_02;Machine_02_Fault_03;ROTOR BREAK;39%;09-23-2016 01:03:11
Machine_02;Machine_02_Fault_04;HEAT PUMP;4%;09-23-2016 00:58:54
Machine_02;Machine_02_Fault_05;VACUUM;97%;09-23-2016 00:56:47
Machine_01;Machine_01_Fault_01;ENGINE BREAK;84%;09-23-2016 00:55:21
Machine_01;Machine_01_Fault_02;JAM;50%;09-23-2016 00:53:35
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;2%;09-23-2016 00:52:54
Machine_02;Machine_02_Fault_03;ROTOR BREAK;37%;09-23-2016 00:51:31
Machine_02;Machine_02_Fault_04;HEAT PUMP;93%;09-23-2016 00:50:42
Machine_02;Machine_02_Fault_05;VACUUM;71%;09-23-2016 01:05:26
Machine_01;Machine_01_Fault_01;ENGINE BREAK;45%;09-23-2016 01:06:36
Machine_01;Machine_01_Fault_02;JAM;4%;09-23-2016 01:07:15
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;40%;09-23-2016 02:12:15
Machine_02;Machine_02_Fault_03;ROTOR BREAK;27%;09-23-2016 01:23:48
Machine_02;Machine_02_Fault_04;HEAT PUMP;20%;09-23-2016 01:22:46
Machine_02;Machine_02_Fault_05;VACUUM;33%;09-23-2016 01:20:55
Machine_01;Machine_01_Fault_01;ENGINE BREAK;89%;09-23-2016 01:21:38
Machine_01;Machine_01_Fault_02;JAM;63%;09-23-2016 01:25:03
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;34%;09-23-2016 01:34:59
Machine_02;Machine_02_Fault_03;ROTOR BREAK;34%;09-23-2016 01:36:11
Machine_02;Machine_02_Fault_04;HEAT PUMP;85%;09-23-2016 01:36:38
Machine_02;Machine_02_Fault_05;VACUUM;1%;09-23-2016 01:37:03
Machine_01;Machine_01_Fault_01;ENGINE BREAK;32%;09-23-2016 01:37:40
Machine_01;Machine_01_Fault_02;JAM;33%;09-23-2016 01:38:12
